work_key	title	author_name	first_publish_year	canonical	htid_count	pd_count	sample_htids	matched_title	matched_author	source
OL39440230W	Marion Fay	Trollope, Anthony	1884	0	8	8	inu.32000009368038|umn.319510019929216|umn.31951001992919t	Marion Fay : a novel / by Anthony Trollope.	Trollope, Anthony, 1815-1882.	hathifiles_title
OL32443964W	Tom, the bootblack; or, The road to success	Horatio Alger	1889	0	2	2	inu.39000003001927|uc2.ark:/13960/t8ff3mn9z	Tom, the bootblack : or, The road to success / by Horatio Al	Alger, Horatio, 1832-1899.	hathifiles_title
OL40252771W	Turn of the Screw	Henry James	1898	1	1	0	inu.32000000869760	The turn of the screw; The Aspern papers [by] Henry James.	James, Henry, 1843-1916.	hathifiles_title
OL41530014W	Turn of the Screw	Henry James	1898	0	1	0	inu.32000000869760	The turn of the screw; The Aspern papers [by] Henry James.	James, Henry, 1843-1916.	hathifiles_title
OL15702529W	Tales of Mystery and Imagination	Poe, Edgar Allan	1921	0	2	1	inu.30000005473438|dul1.ark:/13960/t1pg7wx51	Tales  of mystery and imagination / Edgar Allan Poe ; edited	Poe, Edgar Allan, 1809-1849.	hathifiles_title
OL171615W	Wings	John Monk Saunders	1927	0	51	0	osu.32435052534419|osu.32435052534468|osu.32435052534427	Wings.		hathifiles_title
OL39415450W	Beautiful Joe's paradise	Saunders, Marshall	1904	0	2	2	inu.39000002124068|hvd.hn1fp3	Beautiful Joe's paradise; a sequel to Beautiful Joe, by Mars	Saunders, Marshall, 1861-1947.	hathifiles_title
OL32047460W	Hereward, the last of the English	Charles Kingsley	1889	0	2	2	inu.30000048941474|hvd.hwkqgz	Hereward, the last of the English / by Charles Kingsley.	Kingsley, Charles, 1819-1875.	hathifiles_title
OL43769751W	Hereward	Charles Kingsley	1888	0	4	4	inu.32000007251228|uc1.b4105430|hvd.hn3li9	Hereward : the last of the English / by Charles Kingsley.	Kingsley, Charles, 1819-1875.	hathifiles_title
OL43758709W	Just so stories for little children	Kipling, Rudyard	1913	0	6	6	inu.30000005050855|hvd.32044010340883|nyp.33433082546536	Just so stories for little children ...	Kipling, Rudyard, 1865-1936.	hathifiles_title
OL1667052W	Without my cloak	Kate O'Brien	1931	0	2	0	inu.30000011877366|pst.000005619009	Without my cloak / by Kate O'Brien.	O'Brien, Kate, 1897-1974.	hathifiles_title
OL2456025W	Lark Rise to Candleford	Thompson, Flora.	1945	0	1	0	inu.30000047800143	Lark Rise to Candleford : a trilogy / by Flora Thompson ; wi	Thompson, Flora.	hathifiles_title
OL29263045W	Life story of a little monkey	Ferdynand Antoni Ossendowski	1930	0	1	1	uc1.$b597886	Life story of a little monkey; the diary of the chimpanzee K	Ossendowski, Ferdynand Antoni, 1878-1945	hathifiles_title
OL1242673W	Maigret sits it out	Georges Simenon	1941	0	1	0	uc1.$b603065	Maigret sits it out / Georges Simenon ; translated from the 	Simenon, Georges, 1903-1989.	hathifiles_title
OL1395774W	The children of Guernica	Kesten, Hermann	1939	0	1	0	uc1.$b615623	The children of Guernica; a novel.	Kesten, Hermann, 1900-1996.	hathifiles_title
OL7582814W	Goya	Schneider, Manfred	1936	0	1	0	uc1.$b615692	Goya; a portrait of the artist as a man, by Manfred Schneide	Schneider, Manfred, b. 1884.	hathifiles_title
OL3484406W	The Isles of Sunset	Arthur Christopher Benson	1904	0	1	1	uc1.$b682943	The isles of sunset / by Arthur Christopher Benson.	Benson, Arthur Christopher, 1862-1925.	hathifiles_title
OL77326W	Wait until spring, Bandini	John Fante	1938	0	1	0	uc1.b3116688	Wait until spring, Bandini; a novel, by John Fante	Fante, John, 1909-1983.	hathifiles_title
OL8538071W	Section 558	Julian Hawthorne	1888	0	2	2	uc2.ark:/13960/t7vm44889|uc1.b3124671	Section 558 : or, The fatal letter : from the diary of Inspe	Hawthorne, Julian, 1846-1934.	hathifiles_title
OL39358450W	Selected English Short Stories XIX & XX centuries (Third Series)	Nathaniel Hawthorne	1927	0	1	1	uc1.b3139441	Selected English short stories, XIX & XX centuries (Third se		hathifiles_title
OL16304118W	Stories by foreign authors		1898	0	59	59	uc2.ark:/13960/t21c1v27f|uc2.ark:/13960/t56d5q42h|uc2.ark:/13960/t10p0x84n	Stories by foreign authors.		hathifiles_title
OL16446474W	The honourable gentleman and others	Achmed Abdullah	1919	0	2	2	uc1.b3256435|nyp.33433082175716	The honourable gentleman and others / by Achmed Abdullah.	Abdullah, Achmed, 1881-1945.	hathifiles_title
OL21729457W	Dayspring	Harry Sylvester	1945	0	2	0	uc1.$b800104|uc1.b3295232	Dayspring,	Sylvester, Harry, 1908-	hathifiles_title
OL16735919W	California story book	Marguerite Ogden Steel	1909	0	5	5	uc2.ark:/13960/t6pz53712|uc2.ark:/13960/t4wh2fk59|nyp.33433111603514	California story book.		hathifiles_title
OL16034221W	The strange woman	Williams, Ben Ames	1941	0	2	0	uc1.b3295269|pst.000030286696	The strange woman / Ben Ames Williams.	Williams, Ben Ames, 1889-1953.	hathifiles_title
OL13703286W	Under an alias	H. B. Jeffries	1883	0	2	2	uc2.ark:/13960/t6zw1jb31|uc1.b3324430	Under an alias : a story of war, of love and of Colorado / b	Jeffries, H. B.	hathifiles_title
OL7876614W	Arius the Libyan	Nathan Chapman Kouns	1883	0	4	4	uc2.ark:/13960/t2v40m01d|uc1.b3324551|uc2.ark:/13960/t16m33f1t	Arius the Libyan; a romance of the primitive church, Nathan 	Kouns, Nathan Chapman, 1833-1890.	hathifiles_title
OL17724399W	Dorcas	Kouns, Nathan C.	1911	0	3	3	uc2.ark:/13960/t81j98q99|uc1.b3324552|nyp.33433076094162	Dorcas : the daughter of Faustina / by Nathan C. Kouns.	Kouns, Nathan C. 1833-1890.	hathifiles_title
OL17359547W	The golden dog	Kirby, William	1900	0	7	7	uc2.ark:/13960/t24b35h3d|uc1.b3324584|pst.000002039374	The golden dog : (Le chien d'or) a romance of the days of Lo	Kirby, William, 1817-1906.	hathifiles_title
OL39462277W	The golden dog	William Kirby	1897	0	7	7	uc2.ark:/13960/t24b35h3d|uc1.b3324584|pst.000002039374	The golden dog : (Le chien d'or) a romance of the days of Lo	Kirby, William, 1817-1906.	hathifiles_title
OL273841W	The Casting Away Of Mrs. Lecks And Mrs. Aleshine; The Vizier Of The Two Horned Alexander	Frank R. Stockton	1900	0	9	9	uc2.ark:/13960/t0qr4ww2s|uc1.b3325111|hvd.32044080927817	The casting away of Mrs. Lecks and Mrs. Aleshine / by Frank 	Stockton, Frank R., 1834-1902.	hathifiles_title
OL32089701W	The Squirrel Inn	Frank R. Stockton	1891	0	3	3	uc2.ark:/13960/t1cj8gv3g|uc1.b3325126|uc2.ark:/13960/t10p0x32f	The Squirrel inn / by Frank R. Stockton.	Stockton, Frank R., 1834-1902.	hathifiles_title
OL32090111W	Stories and sketches for the young	Stowe, Harriet Beecher	1897	0	4	4	uc2.ark:/13960/t04x55d91|uc1.b3325134|mdp.39076002211105	Stories and sketches for the young / by Harriet Beecher Stow	Stowe, Harriet Beecher, 1811-1896.	hathifiles_title
OL2340164W	A boyar of the Terrible	Frederick Whishaw	1896	0	2	2	uc2.ark:/13960/t59c71m0w|nyp.33433075767198	A boyar of the Terrible; a romance of the court of Ivan the 	Whishaw, Frederick.	hathifiles_title
OL7136145W	The jay-hawkers	Adela Elizabeth Richards Orpen	1900	0	3	3	uc2.ark:/13960/t2x34nr8v|uc1.b3325648|nc01.ark:/13960/t1wd4nt3v	The jay-hawkers; a story of free soil and border ruffian day	"Orpen, Adela Elizabeth Richards, ""Mrs. G"	hathifiles_title
OL243365W	The beckoning of the wand	Alice Dease	1908	0	4	4	uc2.ark:/13960/t5x63cr9h|hvd.hnznur|nyp.33433069350738	The beckoning of the wand : sketches of a lesser known Irela	Dease, Alice.	hathifiles_title
OL603353W	Fifteen tales	Ivan Alekseevich Bunin	1924	0	2	2	uc1.b4084475|uc1.32106001599833	Fifteen tales / by Ivan Bunin ; [authorised translation from	Bunin, Ivan Alekseevich, 1870-1953.	hathifiles_title
OL1774728W	When peacocks called	Hilda Seligman	1940	0	1	0	uc1.b4084620	When peacocks called.	Seligman, Hilda.	hathifiles_title
OL19807649W	The trail of '98	Robert W. Service	1913	0	8	8	uc2.ark:/13960/t2b85f249|hvd.hn1fv4|uc1.b4084802	The trail of '98; a Northland romance, by Robert W. Service 	Service, Robert W. 1874-1958.	hathifiles_title
OL18382900W	The hearth and eagle	Anya Seton	1948	0	1	0	uc1.b4084803	The hearth and eagle.	Seton, Anya.	hathifiles_title
OL18402874W	Dragonwyck	Anya Seton	1944	0	1	0	uc1.32106002144449	Dragonwyck.	Seton, Anya.	hathifiles_title
OL15397131W	Dragonwyck	Anya Seton	1945	0	1	0	uc1.32106002144449	Dragonwyck.	Seton, Anya.	hathifiles_title
OL121248W	Old Granny Fox	Thornton W. Burgess	1920	0	2	2	uc2.ark:/13960/t6057dp8m|uc1.b4087584	Old Granny Fox / by Thornton W. Burgess ; with illustrations	Burgess, Thornton W. 1874-1965.	hathifiles_title
OL1527216W	The Aztec treasure house for boys	Thomas Allibone Janvier	1918	0	2	2	uc1.b4087601|uc2.ark:/13960/t7vm43j51	The Aztec treasure house for boys; illustrated by Ben Kutche	Janvier, Thomas A. 1849-1913.	hathifiles_title
OL99499W	Five Children and It	E. Nesbit	1905	0	2	1	uc1.b4087889|uc1.31822010433019	Five children and it / by E. Nesbit ; with illustrations by 	Nesbit, E. 1858-1924.	hathifiles_title
OL22285979W	Spooks and spirits and shadowy shapes	Robert L. Doremus	1949	0	1	0	uc1.b4087998	Spooks and spirits and shadowy shapes; illus. by Robert L. D		hathifiles_title
OL3845361W	The right murder	Craig Rice	1941	0	2	0	uc1.b4088394|iau.31858006760098	The right murder / by Craig Rice.	Rice, Craig, 1908-1957.	hathifiles_title
OL16642W	The D.A. cooks a goose	Erle Stanley Gardner	1942	0	1	0	uc1.b4093287	The D.A. cooks a goose / Erle Stanley Gardner.	Gardner, Erle Stanley, 1889-1970.	hathifiles_title
OL22120896W	The maid of the mountain	Jackson Gregory	1925	0	1	1	uc1.b4094444	The maid of the mountain : a romance of the California wilde	Gregory, Jackson, 1882-1943.	hathifiles_title
OL1937771W	The earthly paradise	C. S. Forester	1940	0	1	0	uc1.b4095359	The earthly paradise.	Forester, C. S. 1899-1966.	hathifiles_title
OL485671W	West of the Pecos	Zane Grey	1931	0	1	0	uc1.b4095561	West of the Pecos / Zane Grey.	Grey, Zane, 1872-1939.	hathifiles_title
OL485419W	Code of the West	Zane Grey	1934	0	1	0	uc1.b4095574	Code of the West / by Zane Grey.	Grey, Zane, 1872-1939.	hathifiles_title
OL3020914W	The man who could not shudder	John Dickson Carr	1940	0	1	0	uc1.b4097001	The man who could not shudder / by John Dickson Carr.	Carr, John Dickson, 1906-1977.	hathifiles_title
OL15096904W	Give 'em the ax	Erle Stanley Gardner	1944	0	1	1	uc1.b4097309	Give 'em the ax / by A.A. Fair.	Gardner, Erle Stanley, 1889-1970.	hathifiles_title
OL3739407W	The Country Beyond	James Oliver Curwood	1922	0	4	4	uc1.b4097808|nyp.33433043249139|mdp.39076006255090	The country beyond : a romance of the wilderness / by James 	Curwood, James Oliver, 1878-1927.	hathifiles_title
OL3518880W	Windfall fiddle	Carmer, Carl Lamson	1950	0	1	0	uc1.b4098279	Windfall fiddle; illustrated by Arthur Conrad.	Carmer, Carl Lamson, 1893-1976.	hathifiles_title
OL5952292W	Twig	Elizabeth Orton Jones	1942	0	1	0	uc1.b4098542	Twig / by Elizabeth Orton Jones.	Jones, Elizabeth Orton, 1910-	hathifiles_title
OL6566369W	Four winds farm	Molesworth	1887	0	4	4	uc2.ark:/13960/t8qb9w55s|uc1.b4098570|uva.x000985333	Four winds farm ; and, The children of the castle / by Mrs. 	Molesworth, Mrs., 1839-1921.	hathifiles_title
OL19798106W	Winnebago boy	Mario Scacheri	1937	0	1	0	uc1.b4098741	Winnebago boy / by Mario and Mabel Scacheri.	Scacheri, Mario.	hathifiles_title
OL15718246W	Kildee house	Rutherford G. Montgomery	1949	0	1	0	uc1.b4099038	Kildee house; illustrated by Barbara Cooney.	Montgomery, Rutherford George, 1896-	hathifiles_title
OL8404486W	Kildee House	Montgomery, Rutherford George	1949	0	1	0	uc1.b4099038	Kildee house; illustrated by Barbara Cooney.	Montgomery, Rutherford George, 1896-	hathifiles_title
OL183600W	Long wharf	Pease, Howard	1939	0	1	0	uc1.b4099066	Long Wharf : a story of young San Francisco / by Howard Peas	Pease, Howard, 1894-1974.	hathifiles_title
OL10343876W	Journey cake	Isabella McLennan McMeekin	1942	0	1	0	uc1.b4099109	Journey cake / by Isabel McLennan McMeekin ; illustrated by 	McMeekin, Isabel McLennan, 1895-1973.	hathifiles_title
OL4754884W	Journey cake	Isabel McLennan McMeekin	1942	0	1	0	uc1.b4099109	Journey cake / by Isabel McLennan McMeekin ; illustrated by 	McMeekin, Isabel McLennan, 1895-1973.	hathifiles_title
OL32093841W	Klondike nuggets	Edward Sylvester Ellis	1898	0	2	2	uc2.ark:/13960/t4th8d30v|uc1.b4101476	Klondike nuggets : and how two boys secured them / by E.S. E	Ellis, Edward Sylvester, 1840-1916.	hathifiles_title
OL38916675W	The abbot	Scott, Walter	1893	0	11	11	uc1.b4101689|uc1.b4101690|uc1.b3328908	The abbot / by Sir Walter Scott ; with introductory essay an	Scott, Walter, Sir, 1771-1832.	hathifiles_title
OL32094474W	Ups and downs		1890	0	2	0	uc1.b4101831|wu.89092952720	Ups and downs; a first book about space, by Ethel S. Berkley	Berkley, Ethel S., 1908-	hathifiles_title
OL7468016W	Keturah came 'round the Horn	Ada Claire Darby	1935	0	1	1	uc1.b4101897	Keturah came 'round the Horn : a story of old California / b	Darby, Ada Claire, 1883-1953.	hathifiles_title
OL6810196W	Necessary Nellie	Charlotte Baker	1945	0	1	0	uc1.b4101929	Necessary Nellie; story and pictures by Charlotte Baker.	Baker, Charlotte, 1910-	hathifiles_title
OL8050357W	The Wild Birthday Cake	Lavinia R. Davis	1949	0	1	0	uc1.b4101934	The wild birthday cake; pictures by Hildegard Woodward.	Davis, Lavinia R. 1909-1961.	hathifiles_title
OL249602W	The Isle of Palms	C. M. Newell	1888	0	3	3	uc2.ark:/13960/t9m32q41m|hvd.hxdlx6|uc1.b4102058	The isle of Palms : adventures while wrecking for gold, enco	Newell, C. M. 1821-1900.	hathifiles_title
OL17683546W	Paving the way	Simpson Newland	1899	0	5	4	uc2.ark:/13960/t02z1d52m|uc2.ark:/13960/t6542qr72|pst.000002040233	Paving the way : a romance of the Australian bush / by Simps	Newland, Simpson, 1835-1925.	hathifiles_title
OL15512537W	Between the lines	King, Charles	1888	0	7	7	uc2.ark:/13960/fk8w95134q|uc1.b4102407|nyp.33433076087166	Between the lines; a story of the war, by Captain Charles Ki	King, Charles, 1844-1933.	hathifiles_title
OL29269036W	Loss and gain	John Henry Newman	1911	0	3	3	uc2.ark:/13960/t6g16594f|uc1.b4102443|pst.000015976529	Loss and gain : the story of a convert / by John Henry Cardi	Newman, John Henry, 1801-1890.	hathifiles_title
OL3468637W	Penelope's Experiences in Scotland	Wiggin, Kate Douglas Smith	1900	0	5	5	uc2.ark:/13960/fk58c9rf1p|uc1.b4102477|umn.319510020359260	Penelope's experiences in Scotland; being extracts from the 	Wiggin, Kate Douglas Smith, 1856-1923.	hathifiles_title
OL17723476W	A lodging for the night	Robert Louis Stevenson	1900	0	3	2	uc1.b4102813|iau.31858048216083|osu.32435021489760	A lodging for the night; being a tale concerning one of life	Stevenson, Robert Louis, 1850-1894.	hathifiles_title
OL1091614W	Mehalah	Baring-Gould, S.	1880	0	4	4	uc2.ark:/13960/t88g8sm5b|hvd.hw2jiv|njp.32101067628717	"Mehalah : a story of the salt marshes / by the author of ""Jo"	Baring-Gould, S. 1834-1924.	hathifiles_title
OL4693153W	The mutineer	Louis Becke	1898	0	2	2	uc2.ark:/13960/t2m61pc9x|uc1.b4102891	The mutineer; a romance of Pitcairn Island, by Louis Becke a	Becke, Louis, 1855-1913.	hathifiles_title
OL22309386W	A victorious Union	Optic, Oliver	1894	0	4	4	uc2.ark:/13960/t28913359|coo1.ark:/13960/t5bc4jj0c|uc1.b4102966	A victorious union / by Oliver Optic.	Optic, Oliver, 1822-1897.	hathifiles_title
OL15432616W	A victorious union	Optic, Oliver	1894	0	4	4	uc2.ark:/13960/t28913359|coo1.ark:/13960/t5bc4jj0c|uc1.b4102966	A victorious union / by Oliver Optic.	Optic, Oliver, 1822-1897.	hathifiles_title
OL4885701W	Agatha Webb	Anna Katharine Green	1899	0	3	3	hvd.32044050950179|uc1.b4104310|pst.000006168742	Agatha Webb / by Anna Katharine Green.	Green, Anna Katharine, 1846-1935	hathifiles_title
OL38915995W	Salt-Lake fruit		1889	0	3	3	uc2.ark:/13960/fk4sj19x54|nyp.33433076053671|uiug.30112003615256	Salt-Lake fruit : a latter-day romance / by an American.	Spencer, George E., Mrs.	hathifiles_title
OL12253007W	Salt-lake fruit	Spencer, George E.	1884	0	3	3	uc2.ark:/13960/fk4sj19x54|nyp.33433076053671|uiug.30112003615256	Salt-Lake fruit : a latter-day romance / by an American.	Spencer, George E., Mrs.	hathifiles_title
OL11048672W	Salt-lake fruit	Spencer, George E.	1884	0	3	3	uc2.ark:/13960/fk4sj19x54|nyp.33433076053671|uiug.30112003615256	Salt-Lake fruit : a latter-day romance / by an American.	Spencer, George E., Mrs.	hathifiles_title
OL33320716W	The bee-man of orn	Frank R. Stockton	1915	0	2	2	uc2.ark:/13960/fk3319s85n|uc1.b4104337	The bee-man of Orn : and other fanciful tales / by Frank R. 	Stockton, Frank Richard, 1834-1902.	hathifiles_title
OL17025003W	The devil's own	Randall Parrish	1917	0	4	4	uc2.ark:/13960/fk5h98zp4j|uc1.b4104344|hvd.hn8n9a	The devil's own : a romance of the Black Hawk war / by Randa	Parrish, Randall, 1858-1923.	hathifiles_title
OL7881226W	The land of gold	George G. Spurr	1881	0	2	2	nnc1.1002204371|uc2.ark:/13960/fk0bv79t5v	The land of gold. : A tale of '49, illustrative of early pio	Spurr, George G.	hathifiles_title
OL246666W	The land of gold	George Graham Spurr	1883	0	2	2	nnc1.1002204371|uc2.ark:/13960/fk0bv79t5v	The land of gold. : A tale of '49, illustrative of early pio	Spurr, George G.	hathifiles_title
OL32146648W	In our convent days	Repplier, Agnes	1905	0	4	4	uc2.ark:/13960/fk3st7f13j|hvd.hnpmvg|uc1.b4104596	In our convent days / by Agnes Repplier.	Repplier, Agnes, 1855-1950.	hathifiles_title
OL32276794W	The writings in prose and verse of Rudyard Kipling	Kipling, Rudyard	1920	0	281	268	uc2.ark:/13960/t9t14wx2d|uc2.ark:/13960/t9s17w57s|uc2.ark:/13960/t8df6nh02	The writings in prose and verse of Rudyard Kipling ...	Kipling, Rudyard, 1865-1936.	hathifiles_title
