target_name	qid	wikidata_label	label_en	label_mul	description_en	description_mul	matched_name	matched_source	aliases_en	aliases_mul	P106_occupation_qids	P569_birth	P570_death	P742_pseudonym	P1477_birth_name	enwiki_title	jawiki_title	source_snapshot
James      Conway	Q21456658	James Conway	James Conway				James Conway	label_en			Q1028181	+1891-01-01T00:00:00Z	+1968-01-01T00:00:00Z					2026-08-05
Andrew  Matthews	Q21520106	Andrew Mathews	Andrew Mathews		British botanist (1801-1841)		Andrew Matthews	alias_en	A.Mathews | A. Mathews | Mathews | Andrew Matthews		Q2374149|Q2083925	+1801-01-01T00:00:00Z	+1841-01-01T00:00:00Z					2026-08-05
Katherine Hall Page	Q21634562	Katherine Hall Page	Katherine Hall Page		American author		Katherine Hall Page	label_en			Q10297252|Q4853732|Q36180	+1947-07-09T00:00:00Z				Katherine Hall Page	キャサリン・ホール・ペイジ	2026-08-05
Valerie Hansen	Q22097365	Valerie Hansen	Valerie Hansen		American academic, historian and author		Valerie Hansen	label_en			Q201788	+1958-01-01T00:00:00Z				Valerie Hansen		2026-08-05
Emma Cline	Q26023376	Emma Cline	Emma Cline	Emma Cline	American writer (born 1989)		Emma Cline	label_en			Q6625963|Q15949613|Q36180	+1989-00-00T00:00:00Z				Emma Cline		2026-08-05
Helen Taylor	Q26210440	Helen Taylor	Helen Taylor		American composer, pianist and music educator		Helen Taylor	label_en	Helen Taylor Johannesen | Helen Johannesen		Q16145150	+1915-00-00T00:00:00Z	+1950-10-05T00:00:00Z			Helen Taylor (composer)		2026-08-05
Dan Jackson	Q26832651	Dan Jackson	Dan Jackson		director and filmmaker		Dan Jackson	label_en			Q2526255							2026-08-05
John Gray	Q28318056	John Hamilton Gray	John Hamilton Gray		Scottish advocate and Anglican priest (1800-1867)		John Gray	alias_en	John Gray | J Hamilton Gray		Q3409375|Q380075|Q333634	+1800-01-01T00:00:00Z	+1867-04-20T00:00:00Z					2026-08-05
Paul Ferdinand Willert	Q29396759	Paul Ferdinand Willert	Paul Ferdinand Willert				Paul Ferdinand Willert	label_en			Q2468727|Q808967	+1844-01-01T00:00:00Z				Paul Ferdinand Willert		2026-08-05
David Thomas	Q29846103	David Thomas		David Thomas	(1938–2013), legal writer		David Thomas	label_mul		David Arthur Thomas | D. A. Thomas	Q8142883	+1938-00-00T00:00:00Z	+2013-09-30T00:00:00Z			David Arthur Thomas		2026-08-05
Graeme   Smith	Q42061198	Graeme C Smith	Graeme C Smith		researcher		Graeme Smith	alias_en	Graeme Smith		Q1650915	+2000-00-00T00:00:00Z						2026-08-05
Mary  Stewart	Q43393438	Marie Stewart	Marie Stewart		accused of witchcraft		Mary Stewart	alias_en	Mary Stewart									2026-08-05
Leo Timmers	Q47515986	Leo Timmers	Leo Timmers		Belgian children's book writer and illustrator (born 1970)		Leo Timmers	label_en			Q644687|Q36180|Q627325|Q109517242	+1970-02-12T00:00:00Z|+1970-00-00T00:00:00Z				Leo Timmers		2026-08-05
John  Blackburn	Q53578837	John Blackburn	John Blackburn		(d.1426/7) of York		John Blackburn	label_en			Q82955							2026-08-05
Michel David	Q56777452	Michel David	Michel David	Michel David	French italianist		Michel David	label_en			Q61790670	+1924-00-00T00:00:00Z|+1924-06-21T00:00:00Z	+2020-00-00T00:00:00Z|+2020-02-03T00:00:00Z					2026-08-05
David Thomas	Q56798264	David D Thomas	David D Thomas		researcher		David Thomas	alias_en	David Thomas		Q1650915							2026-08-05
James White	Q57572486	James White	James White		Australian judge		James White	label_en	James Michael White		Q16533|Q40348							2026-08-05
Douglas Clark	Q59752095	Douglas G. Clark	Douglas G. Clark		researcher ORCID ID = 0000-0001-9043-0730		Douglas Clark	alias_en	Douglas Clark | Douglas G Clark | D G Clark | DG Clark | D.G. Clark | D. G. Clark		Q1650915							2026-08-05
Michael  Stewart	Q59834437	Michael Kilgour Stewart	Michael Kilgour Stewart		hydrologist		Michael Stewart	alias_en	Michael K Stewart | MK Stewart | Michael Stewart		Q1650915							2026-08-05
John Gray	Q61045799	John Gray	John Gray		1962-		John Gray	label_en			Q201788|Q36180|Q14915627|Q1792450	+1962-06-10T00:00:00Z						2026-08-05
Douglas Clark	Q62895207	Doug Clark	Doug Clark		American politician in Arizona		Douglas Clark	alias_en	Douglas Clark | Douglas Myron Clark		Q82955					Doug Clark (Arizona politician)		2026-08-05
Richard Holst	Q64013702	Richard Holst	Richard Holst				Richard Holst	label_en										2026-08-05
David Mitchell	Q64485328	David R Mitchell	David R Mitchell		researcher		David Mitchell	alias_en	David Mitchell		Q1650915							2026-08-05
Mary Oliver	Q75256329	Mary Oliver	Mary Oliver		(died 1843)		Mary Oliver	label_en				+1786-01-01T00:00:00Z	+1843-05-07T00:00:00Z					2026-08-05
Charles Spencer	Q75258036	Charles Spencer	Charles Spencer		Peerage person ID=17331		Charles Spencer	label_en	Captain Charles Spencer									2026-08-05
Mary  Stewart	Q75278634	Mary Stewart	Mary Stewart		Peerage person ID=33119		Mary Stewart	label_en				+1648-00-00T00:00:00Z	+1682-00-00T00:00:00Z					2026-08-05
Unknown	Q75451173	unknown (?)	unknown (?)		Peerage person ID=150018		unknown (?)	label_en										2026-08-05
Unknown	Q75456948	unknown (?)	unknown (?)		Peerage person ID=153911		unknown (?)	label_en										2026-08-05
David Pick	Q75474477	David Charles Pick	David Charles Pick		(born 1965)		David Pick	alias_en	David Pick			+1965-09-27T00:00:00Z						2026-08-05
Unknown	Q75494057	unknown (?)	unknown (?)		Peerage person ID=175792		unknown (?)	label_en										2026-08-05
Unknown	Q75573933	unknown (?)	unknown (?)		Peerage person ID=220814		unknown (?)	label_en										2026-08-05
Ann Barker	Q75618843	Ann Barker	Ann Barker		Peerage person ID=249126		Ann Barker	label_en										2026-08-05
Unknown	Q75624974	unknown (?)	unknown (?)		Peerage person ID=253538		unknown (?)	label_en										2026-08-05
Unknown	Q75645927	unknown (?)	unknown (?)		Peerage person ID=268544		unknown (?)	label_en										2026-08-05
Richard Dawkins	Q75655936	Richard Dawkins	Richard Dawkins		person (1768–1848)		Richard Dawkins	label_en				+1768-04-04T00:00:00Z	+1848-01-01T00:00:00Z					2026-08-05
Mary  Stewart	Q75713992	Mary Corrie	Mary Corrie		Peerage person ID=298929		Mary Stewart	alias_en	Mary Stewart			+1820-01-01T00:00:00Z						2026-08-05
Mary Oliver	Q75729296	Mary Oliver	Mary Oliver		Peerage person ID=305595		Mary Oliver	label_en				+1660-00-00T00:00:00Z						2026-08-05
John Ridley	Q75736264	John Ridley	John Ridley		Peerage person ID=308577		John Ridley	label_en										2026-08-05
Wendy Jones	Q75814944	Wendy Jones	Wendy Jones		Peerage person ID=345125		Wendy Jones	label_en										2026-08-05
Mary  Stewart	Q75851541	Mary Stewart	Mary Stewart		(born 1709)		Mary Stewart	label_en				+1709-08-24T00:00:00Z						2026-08-05
James White	Q75892704	James White	James White		Irish merchant (1704-1770)		James White	label_en	James White Sr.		Q215536	+1704-00-00T00:00:00Z	+1770-02-08T00:00:00Z					2026-08-05
Ellen Douglas	Q75925953	Ellen Rigge	Ellen Rigge		Peerage person ID=407227		Ellen Douglas	alias_en	Ellen Douglas									2026-08-05
Brenda  Hill	Q75974342	Brenda Margaret Murray	Brenda Margaret Murray		Peerage person ID=441628		Brenda Hill	alias_en	Brenda Murray | Brenda Hill									2026-08-05
James White	Q75977316	James White	James White		(1726-1727)		James White	label_en				+1726-02-14T00:00:00Z	+1727-00-00T00:00:00Z					2026-08-05
James White	Q75978380	James White	James White		(1729-1780)		James White	label_en				+1729-02-11T00:00:00Z	+1780-07-07T00:00:00Z					2026-08-05
Mary  Stewart	Q76001584	Mary Stewart	Mary Stewart		Peerage person ID=459802		Mary Stewart	label_en					+1880-04-26T00:00:00Z					2026-08-05
Mary Oliver	Q76016962	Mary Oliver	Mary Oliver		(born 1817)		Mary Oliver	label_en				+1817-01-01T00:00:00Z						2026-08-05
Mary Oliver	Q76026638	Mary Oliver	Mary Oliver		(1815-1834)		Mary Oliver	label_en				+1815-01-01T00:00:00Z	+1834-01-01T00:00:00Z					2026-08-05
James      Conway	Q76052191	James Robin Conway	James Robin Conway		(born 1945)		James Conway	alias_en	James Conway			+1945-01-01T00:00:00Z						2026-08-05
Helen Taylor	Q76131936	Helen Taylor	Helen Taylor		Peerage person ID=553183		Helen Taylor	label_en										2026-08-05
Unknown	Q76173041	unknown (?)	unknown (?)		Peerage person ID=580794		unknown (?)	label_en										2026-08-05
Mary  Stewart	Q76177061	Mary Stewart	Mary Stewart		(died 1943)		Mary Stewart	label_en					+1943-05-19T00:00:00Z					2026-08-05
Donald Stuart	Q76180448	Donald Stuart	Donald Stuart		Peerage person ID=586141		Donald Stuart	label_en										2026-08-05
John Gray	Q76194275	John Gray	John Gray		Peerage person ID=595402		John Gray	label_en										2026-08-05
Ann Barker	Q76210175	Ann Bowerbank	Ann Bowerbank		(born 1802)		Ann Barker	alias_en	Ann Barker			+1802-01-01T00:00:00Z						2026-08-05
Thomas Weldon	Q76211085	Thomas Weldon	Thomas Weldon		Peerage person ID=606005		Thomas Weldon	label_en										2026-08-05
Thomas Weldon	Q76211121	Thomas Weldon	Thomas Weldon		Peerage person ID=607158		Thomas Weldon	label_en					+1793-09-13T00:00:00Z					2026-08-05
Marcia Williams	Q76215629	Marcia Jane Williams	Marcia Jane Williams		(born 1945)		Marcia Williams	alias_en	Marcia Williams | Marcia Maples			+1945-08-27T00:00:00Z						2026-08-05
Unknown	Q76218071	unknown (?)	unknown (?)		Peerage person ID=612849		unknown (?)	label_en										2026-08-05
Unknown	Q76218074	unknown (?)	unknown (?)		Peerage person ID=612851		unknown (?)	label_en										2026-08-05
Mary  Stewart	Q76242252	Mary Stewart	Mary Stewart		(died 1606)		Mary Stewart	label_en	Mary, Lady Aston				+1606-04-11T00:00:00Z					2026-08-05
Unknown	Q76273833	unknown (?)	unknown (?)		Peerage person ID=654724		unknown (?)	label_en										2026-08-05
Mary  Stewart	Q76320640	Mary Stewart	Mary Stewart		Peerage person ID=686877		Mary Stewart	label_en										2026-08-05
Helen Taylor	Q76370724	Helen Elizabeth Taylor	Helen Elizabeth Taylor		(1849-1935)		Helen Taylor	alias_en	Helen Taylor | Helen Thomas			+1849-02-02T00:00:00Z	+1935-03-15T00:00:00Z					2026-08-05
Julien Boyer	Q79781069	Julien Boyer	Julien Boyer		French political activist		Julien Boyer	label_en										2026-08-05
Mary  Stewart	Q84771782	Clara Lambert	Clara Lambert		Frequently arrest UK suffragette		Mary Stewart	alias_en	Catherine Wilson | May Stewart | Mary Stewart | Clara Mary Lambert		Q384593	+1874-00-00T00:00:00Z	+1969-00-00T00:00:00Z			Clara Lambert		2026-08-05
Per Hansson	Q85792788	Per Hansson	Per Hansson		sport shooter		Per Hansson	label_en			Q17486376	+1962-12-31T00:00:00Z				Per Hansson (sport shooter)		2026-08-05
Anonymous	Q85993015	Anonymous	Anonymous		photographer		Anonymous	label_en			Q33231							2026-08-05
David  Dean	Q87185743	David Dean	David Dean		historian		David Dean	label_en										2026-08-05
Jonathan Black	Q87628784	Jonathan K Black	Jonathan K Black		researcher		Jonathan Black	alias_en	Jonathan Black		Q1650915							2026-08-05
William Humphrey	Q88488302	William F. Humphrey	William F. Humphrey		Canadian politician (1860-1928)		William Humphrey	alias_en	William Flintoff Humphrey | William Humphrey			+1860-11-13T00:00:00Z	+1928-06-05T00:00:00Z			William F. Humphrey		2026-08-05
David Thomas	Q89571807	David J Thomas	David J Thomas		researcher		David Thomas	alias_en	David Thomas		Q1650915							2026-08-05
Andrew Salmon	Q90624622	Andrew R Salmon	Andrew R Salmon		researcher (ORCID 0000-0001-6267-5896)		Andrew Salmon	alias_en	Andrew Salmon		Q1650915							2026-08-05
David Thomas	Q90772841	David Thomas	David Thomas		companion animal scientist at Massey University in New Zealand		David Thomas	label_en	D. G. Thomas | David G. Thomas | DG Thomas | D Thomas | David G Thomas		Q901							2026-08-05
David  Dean	Q90985228	David Dean	David Dean		researcher (ORCID 0000-0002-1217-3764)		David Dean	label_en			Q1650915							2026-08-05
Douglas Clark	Q91376321	Douglas S Clark	Douglas S Clark		Chemical and Biomolecular engineering researcher (ORCID 0000-0003-1516-035X)		Douglas Clark	alias_en	Douglas Clark | Douglas S. Clark		Q1650915|Q2919046|Q901|Q589298|Q593644|Q5090503|Q205375|Q1622272|Q723682	+1957-05-22T00:00:00Z				Douglas S. Clark		2026-08-05
J.S.  Lee	Q92092299	J-S Lee	J-S Lee		researcher (ORCID 0000-0003-0181-9352)		J-S Lee	label_en			Q1650915							2026-08-05
Frances Weaver	Q92704976	Frances M Weaver	Frances M Weaver		researcher (ORCID 0000-0002-5495-4649)		Frances Weaver	alias_en	Frances Weaver		Q1650915							2026-08-05
Michael  Stewart	Q93087619	Michael G Stewart	Michael G Stewart		researcher (ORCID 0000-0001-6581-6332)		Michael Stewart	alias_en	Michael Stewart		Q1650915							2026-08-05
Donald Stuart	Q94815109	Donald Stuart	Donald Stuart				Donald Stuart	label_en				+1901-00-00T00:00:00Z	+1943-00-00T00:00:00Z					2026-08-05
Hans Wilhelm	Q94926423	Hans Wilhelm	Hans Wilhelm				Hans Wilhelm	label_en			Q154549	+1600-00-00T00:00:00Z	+1676-00-00T00:00:00Z					2026-08-05
Barry England	Q95902837	Barry England	Barry England		screenwriter		Barry England	label_en			Q28389|Q36180							2026-08-05
Unknown	Q96074375	Unknown	Unknown				Unknown	label_en					+1952-01-01T00:00:00Z					2026-08-05
Unknown	Q96075253	Unknown	Unknown				Unknown	label_en										2026-08-05
Unknown	Q96087987	Unknown	Unknown				Unknown	label_en										2026-08-05
Unknown	Q96090212	Unknown	Unknown				Unknown	label_en										2026-08-05
Unknown	Q96090213	Unknown	Unknown				Unknown	label_en										2026-08-05
Pamela Dean	Q96196892	Pamela Dean	Pamela Dean		researcher		Pamela Dean	label_en			Q1650915							2026-08-05
Mark Young	Q96392065	Mark Young	Mark Young		American basketball player (born 195_)		Mark Young	label_en			Q3665646	+1955-00-00T00:00:00Z				Mark Young (basketball)		2026-08-05
Martin   Page	Q97317684	Martin Page	Martin Page		(1705-1761)		Martin Page	label_en			Q1622272	+1705-06-21T00:00:00Z	+1761-08-14T00:00:00Z					2026-08-05
Charles  Rosenberg	Q97705068	Charles Rosenberg	Charles Rosenberg		German silhouette artist, active in England (1745 - 1844)		Charles Rosenberg	label_en			Q40309200	+1745-01-01T00:00:00Z	+1844-01-01T00:00:00Z					2026-08-05
David Thomas	Q98175912	David Thomas	David Thomas		researcher ORCID 0000-0002-9738-2329		David Thomas	label_en			Q1650915							2026-08-05
Paul     White	Q98762130	Paul White	Paul White		British visual artist (*1971)		Paul White	label_en			Q3391743	+1971-01-01T00:00:00Z						2026-08-05
Lucy Walker	Q99901159	Lucy Walker	Lucy Walker		(26 May 1781 - 11 Sep 1864)		Lucy Walker	label_en	Lucy Adam			+1781-05-26T00:00:00Z|+1781-05-20T00:00:00Z	+1864-09-11T00:00:00Z					2026-08-05
John Gray	Q100446939	John Gray	John Gray		(est. 1647 - 10 Feb 1674)		John Gray	label_en				+1647-00-00T00:00:00Z	+1674-02-10T00:00:00Z					2026-08-05
Steve Cooper	Q100772448	Steve Cooper	Steve Cooper		college basketball player (1973–1973) Toledo		Steve Cooper	label_en			Q3665646							2026-08-05
Billy Graham	Q100796814	Billy Graham	Billy Graham	Billy Graham	college basketball player (1975–1976) Oklahoma		Billy Graham	label_en			Q3665646							2026-08-05
Dave Jackson	Q100814943	Dave Jackson	Dave Jackson	Dave Jackson	college basketball player (1975–1975) Michigan State		Dave Jackson	label_en			Q3665646							2026-08-05
Michael Scott	Q100921056	Mike Scott	Mike Scott	Mike Scott	American basketball player and coach (born 1986)		Michael Scott	alias_en	Michael Scott		Q3665646|Q5137571	+1986-08-12T00:00:00Z				Mike Scott (basketball, born 1986)		2026-08-05
James White	Q100954222	James White	James White		American basketball player (born 1993)		James White	label_en			Q3665646	+1993-07-26T00:00:00Z						2026-08-05
Anthony Roberts	Q100985423	Anthony Roberts	Anthony Roberts	Anthony Roberts	American basketball player (born 2000)		Anthony Roberts	label_en			Q3665646	+2000-01-02T00:00:00Z						2026-08-05
Paul     White	Q100986969	Paul White	Paul White		college basketball player (1948–1949) New Mexico		Paul White	label_en			Q3665646							2026-08-05
David Thomas	Q101210633	David Richard Thomas	David Richard Thomas		British theologian (1948-)		David Thomas	alias_en	Professor David Richard Thomas | Reverend Canon Professor David Thomas | Reverend Canon Professor David Richard Thomas | Professor David Thomas | David Thomas		Q1234713|Q3155377|Q1622272	+1948-08-07T00:00:00Z|+1948-00-00T00:00:00Z						2026-08-05
Douglas Clark	Q102208690	Douglas W. Clark	Douglas W. Clark	Douglas W. Clark	Ph.D. Carnegie Mellon University 1976		Douglas Clark	alias_en	Douglas Clark									2026-08-05
Michael Scott	Q102391119	Michael Scott	Michael Scott		Ph.D. University of Colorado at Boulder 1995		Michael Scott	label_en										2026-08-05
Robert Kee	Q102398458	Robert Kee	Robert Kee	Robert Kee			Robert Kee	label_en										2026-08-05
Michel David	Q104721789	Michel David	Michel David	Michel David	printer, publisher, 1656-1719		Michel David	label_en			Q2516866|Q329439|Q998550	+1656-01-01T00:00:00Z|+1656-11-00T00:00:00Z	+1719-01-01T00:00:00Z|+1719-02-21T00:00:00Z					2026-08-05
John Gray	Q105296672	John Gray	John Gray		politician in Massachusetts, US		John Gray	label_en			Q82955	+1956-01-12T00:00:00Z						2026-08-05
Rufus Butler Seder	Q106017562	Rufus Butler Seder	Rufus Butler Seder	Rufus Butler Seder	American writer		Rufus Butler Seder	label_en	Rufus Butler-Seder		Q36180|Q205375|Q483501|Q3282637|Q644687|Q3455803							2026-08-05
John Rutherford	Q106307787	John Eric Rutherford	John Eric Rutherford	John Eric Rutherford	American tenor, choral conductor and music professor		John Rutherford	alias_en	John Rutherford		Q1076502|Q1622272|Q177220							2026-08-05
David Thomas	Q106695679	David Thomas	David Thomas		British judge		David Thomas	label_en	William David Thomas		Q16533	+1941-10-10T00:00:00Z	+2016-10-30T00:00:00Z					2026-08-05
James White	Q107161456	James Lyman White	James Lyman White	James Lyman White	politician in Massachusetts, US (1821-1906)		James White	alias_en	James L. White | James White | J. L. White		Q82955	+1821-01-01T00:00:00Z	+1906-01-01T00:00:00Z					2026-08-05
James White	Q107224680	Daniel Dunn	Daniel Dunn	Daniel Dunn	person in the Aberdeen Register of Returned Convicts 1869-1939		James White	alias_en	James White			+1867-00-00T00:00:00Z						2026-08-05
Howard Fullmer	Q107581418	Howard Fullmer	Howard Fullmer	Howard Fullmer			Howard Fullmer	label_en				+1968-01-01T00:00:00Z						2026-08-05
Paul     White	Q108053052	Paul White	Paul White	Paul White	football player (born 1948)		Paul White	label_en			Q19204627	+1948-09-17T00:00:00Z						2026-08-05
David Thomas	Q108070916	David Thomas	David Thomas	David Thomas	British QC and judge		David Thomas	label_en	David Owen Thomas		Q808967|Q16533	+1926-08-22T00:00:00Z	+2007-04-16T00:00:00Z					2026-08-05
James      Conway	Q108801013	James Conway	James Conway	James Conway	British opera administrator		James Conway	label_en	James Leo Conway		Q27908028	+1956-02-10T00:00:00Z						2026-08-05
Mary  Stewart	Q109285679	Mary K. Stewart	Mary K. Stewart	Mary K. Stewart	Researcher		Mary Stewart	alias_en	Mary Stewart | Mary Woodward Stewart		Q37226|Q1650915							2026-08-05
Rishi	Q109474716	Rishi	Rishi	Rishi	Indian businessperson (born 1971, child of Duli Chand)		Rishi	label_en			Q43845	+1971-04-17T00:00:00Z						2026-08-05
Craig Johnson	Q110064262	Craig Johnson	Craig Johnson		American tennis player		Craig Johnson	label_en			Q10833314					Craig Johnson (tennis)		2026-08-05
David Thomas	Q111660298	David Thomas	David Thomas	David Thomas	film composer		David Thomas	label_en			Q36834							2026-08-05
